source-path,source-module,source-operation,target-path,target-module,target-operation,direction
./apps/scipy/scipy/spatial/transform/tests/test_rigid_transform.py,spatial.transform.tests.test_rigid_transform,p,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,RigidTransform.from_components,WRITE
./apps/scipy/scipy/interpolate/tests/test_interpolate.py,interpolate.tests.test_interpolate,s,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,xval,WRITE
./apps/scipy/scipy/stats/tests/test_generation/reference_distributions.py,scipy.stats.tests.reference_distributions,res,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,fun,WRITE
./apps/scipy/scipy/stats/tests/test_device_dtype.py,scipy.stats.tests.test_device_dtype,res,./apps/scipy/scipy/interpolate/_interpolate.py,s.interpolate._interpolate,fun,WRITE
./apps/scipy/scipy/io/_fortran.py,ci.io._fortran,n,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,FortranFile,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,start,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,s,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,a_zero_mean,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,d,./apps/scipy/scipy/stats/_page_trend_test.py,scipy.stats._page_trend_test,minS,WRITE
./apps/scipy/scipy/optimize/tests/test_isotonic_regression.py,optimize.tests.test_isotonic_regression,y2,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.array,WRITE
./apps/scipy/scipy/signal/tests/test_ltisys.py,signal.tests.test_ltisys,self.D,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.array,WRITE
./apps/scipy/scipy/io/_fortran.py,ci.io._fortran,b,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,FortranFile,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,d_location,./apps/scipy/scipy/stats/_page_trend_test.py,scipy.stats._page_trend_test,loc_minS,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,s,./apps/scipy/scipy/stats/tests/test_morestats.py,scipy.stats.tests.test_morestats,s,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rotation.py,spatial.transform.tests.test_rotation,a,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,xp.asarray,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rigid_transform.py,spatial.transform.tests.test_rigid_transform,p_inv,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,p.inv,WRITE
./apps/scipy/scipy/stats/_stats_pythran.py,scipy.stats._stats_pythran,medslope,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,np.median,WRITE
./apps/scipy/scipy/integrate/_lebedev.py,scipy.integrate._lebedev,leb_tmp,./apps/scipy/scipy/special/_precompute/wright_bessel.py,special._precompute.wright_bessel,get_lebedev_recurrence_points,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,d,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,maxS,WRITE
./apps/scipy/scipy/stats/_stats_py.py,scipy.stats._stats_py,s,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,a_zero_mean,WRITE
./apps/scipy/scipy/spatial/transform/tests/test_rotation.py,spatial.transform.tests.test_rotation,a,./apps/scipy/scipy/io/_mmio.py,ci.io._mmio,xp.asarray,WRITE
