file,operation
mdsio_seg4torl.f.xml,MDS_SEG4toRL
mdsio_seg4tors.f.xml,MDS_SEG4toRS
mdsio_seg8torl.f.xml,MDS_SEG8toRL
mdsio_seg8tors.f.xml,MDS_SEG8toRS
mdsio_segxtorx_2d.f.xml,MDS_SEG4toRS_2D
mdsio_segxtorx_2d.f.xml,MDS_SEG8toRL_2D
mdsio_segxtorx_2d.f.xml,MDS_SEG4toRL_2D
mdsio_segxtorx_2d.f.xml,MDS_SEG8toRS_2D
mdsio_wr_metafiles.f.xml,MDS_WR_METAFILES
mdsio_wr_rec_rl.f.xml,MDS_WR_REC_RL
mdsio_wr_rec_rs.f.xml,MDS_WR_REC_RS
mdsio_write_field.f.xml,MDS_WRITE_FIELD
mdsio_write_meta.f.xml,MDS_WRITE_META
mdsio_write_section.f.xml,MDS_WRITE_SEC_XZ
mdsio_write_section.f.xml,MDS_WRITE_SEC_YZ
mdsio_write_tape.f.xml,MDS_WRITE_TAPE
mdsio_write_whalos.f.xml,mds_write_whalos
mdsio_writelocal.f.xml,MDS_WRITELOCAL
mdsio_writevec_loc.f.xml,MDS_WRITEVEC_LOC
memsync.f.xml,MEMSYNC
momentum_correction_step.f.xml,MOMENTUM_CORRECTION_STEP
mon_advcfl.f.xml,MON_ADVCFL
mon_advcflw.f.xml,MON_ADVCFLW
mon_advcflw2.f.xml,MON_ADVCFLW2
mon_calc_advcfl.f.xml,MON_CALC_ADVCFL_TILE
mon_calc_advcfl.f.xml,MON_CALC_ADVCFL_GLOB
mon_calc_stats_rl.f.xml,MON_CALC_STATS_RL
mon_calc_stats_rs.f.xml,MON_CALC_STATS_RS
mon_init.f.xml,MON_INIT
mon_ke.f.xml,MON_KE
mon_out.f.xml,MON_OUT_RS
mon_out.f.xml,MON_OUT_I
mon_out.f.xml,MON_OUT_RL
mon_out.f.xml,MON_OUT_ALL
mon_printstats_rl.f.xml,MON_PRINTSTATS_RL
mon_printstats_rs.f.xml,MON_PRINTSTATS_RS
mon_set_iounit.f.xml,MON_SET_IOUNIT
mon_set_pref.f.xml,MON_SET_PREF
mon_solution.f.xml,MON_SOLUTION
mon_stats_latbnd_rl.f.xml,NLATBND
mon_stats_latbnd_rl.f.xml,MON_STATS_LATBND_RL
mon_stats_rl.f.xml,MON_STATS_RL
mon_stats_rs.f.xml,MON_STATS_RS
mon_surfcor.f.xml,MON_SURFCOR
mon_vort3.f.xml,MON_VORT3
mon_writestats_rl.f.xml,MON_WRITESTATS_RL
mon_writestats_rs.f.xml,MON_WRITESTATS_RS
monitor.f.xml,MONITOR
monitor_ad.f.xml,ADMONITOR
